Group,N,Model_Variant,TF,rs,Global_Score,Specificity_Score,Mean_MSE,Mean_WMSE,Mean_Pearson,Mean_Pearson_Pert,Mean_Pearson_TopK_DEGs,Mean_Rank_L1,Mean_Rank_Cosine,Matrix_Dist
test_seen,359,RIDGE_LatentReg_KP,0.5,1,0.2363721965020380,0.254205206431057,0.0203317334759072,0.1464638998010730,0.4009941564844930,0.3686806095675070,0.8318906136484340,0.624088339046501,0.5891724859755120,217.36816583889800
test_unseen,145,RIDGE_LatentReg_KP,0.5,1,0.2430467926520500,0.2731423687181460,0.0195995648513846,0.1289566858812210,0.3978890465155100,0.3955308537839330,0.8439793425097270,0.6633029409748410,0.5894152327414820,88.13463849159580
Combined,504,RIDGE_LatentReg_KP,0.5,1,0.2386488075696720,0.2593906694605280,0.0201210897248045,0.1414271021455600,0.4001008212751620,0.3764053822091370,0.8353899825293340,0.6353703177758840,0.589242323834769,305.83966415522900
test_seen,359,LLM_KNN_KP,0.5,1,0.2477175960693500,0.3165148111911880,0.0232848696756623,0.1334005584528660,0.3703844530522410,0.3044932344068440,0.8171266253074720,0.6473969553154610,0.618085359708047,148.65446055290000
test_unseen,145,LLM_KNN_KP,0.5,1,0.251571644423342,0.3311642168605860,0.023556963651093,0.1230770479793770,0.3748140076688370,0.3143674502092110,0.8370380351158820,0.7088229245218350,0.6164118735860700,61.92981491902030
Combined,504,LLM_KNN_KP,0.5,1,0.2490724316565130,0.3205110459655100,0.0233631506804985,0.1304305008761680,0.3716588288843970,0.3073340306198260,0.822890454462538,0.665069109154596,0.6176039004070810,210.66671811442200
test_seen,359,DNN_MultiCtx,0.5,1,0.3919504063476320,0.4182079629732950,0.0165825162224295,0.0983319493244622,0.4394758703293470,0.4992408597212200,0.8902536095706400,0.7336150229541970,0.6558088793146410,191.8084180325900
test_unseen,145,DNN_MultiCtx,0.5,1,0.2718742241330480,0.3330900515458270,0.0188681382734071,0.1140179843372260,0.4055137116494110,0.424901866850091,0.8198781155642460,0.7018852402824430,0.6174813189826560,81.96771025337620
Combined,504,DNN_MultiCtx,0.5,1,0.3599424715476860,0.3944612611007250,0.0172400860585242,0.102844796699166,0.4297050111853180,0.4778536494705980,0.8698817560424730,0.7244864148442680,0.6447821010445270,273.83125241449500
test_seen,359,MLP_Concat_KDP,0.5,1,0.3311253938714670,0.3686625648008040,0.0176702522553378,0.1189554094458060,0.4236272837743580,0.4589735530089340,0.8437281564429950,0.6967000227049960,0.6352359381316560,187.5308308962010
test_unseen,145,MLP_Concat_KDP,0.5,1,0.2374442830770470,0.2736720343251380,0.0196103573279005,0.1292246695954900,0.409907171676128,0.3875589071084450,0.8294660727747460,0.667210529923905,0.595118941523274,88.91679095147980
Combined,504,MLP_Concat_KDP,0.5,1,0.3056822677752320,0.3421500096225550,0.0182284174051823,0.1219098592904570,0.4196800293016530,0.4384276727399440,0.8395996585390290,0.6882159424405950,0.6236943418851970,276.1562346446360
test_seen,359,Ridge_Concat_KDP,0.5,1,0.3826575938242560,0.466102122036698,0.0202474834833263,0.1015207300351130,0.3796725742208240,0.399236819851627,0.8705232467916280,0.7442476062843000,0.6963732922797480,107.6141675351840
test_unseen,145,Ridge_Concat_KDP,0.5,1,0.0831128810587176,0.1576922422840000,0.0266348215109058,0.1657825217189730,0.3291942695444770,0.1609683691100030,0.7735642931678080,0.5897168711866730,0.5492424761774180,71.20087278001320
Combined,504,Ridge_Concat_KDP,0.5,1,0.3003977912947360,0.3793794423336440,0.0220851104952291,0.1200087454997160,0.3651500460897320,0.3306873647771520,0.842456181268943,0.6997893590835940,0.6540439900280850,179.31561083368600
test_seen,359,KNN_KDP,0.5,1,0.2280549931625570,0.2403351535222420,0.021493243505383,0.1456781360404420,0.4163474731218000,0.3229020278292360,0.8386950275172470,0.6409620272792220,0.5856670561588690,231.37184050668900
test_unseen,145,KNN_KDP,0.5,1,0.2202297048924690,0.2381395912317450,0.0212718168466073,0.1336552538374210,0.4014902864481630,0.3234612797282140,0.8553835203404320,0.6656474943442790,0.5771988757112500,93.7234495506399
Combined,504,KNN_KDP,0.5,1,0.2261746664328110,0.2397120752881970,0.0214295394071241,0.1422191719145730,0.4120730840986300,0.3230629237128700,0.8435259070186960,0.6480639969705580,0.5832307740856450,325.24693750439400
test_seen,359,KRR_KDP,0.5,1,0.3177296908813280,0.3529782065582630,0.018867833590463,0.1251107540494890,0.4065888397083470,0.4151663719578640,0.8563702906193090,0.6722783078686660,0.6363213476799370,172.14727227776700
test_unseen,145,KRR_KDP,0.5,1,0.2026593576779940,0.34478242616999,0.0220977213457364,0.1316277145177000,0.3188651847459040,0.3616831882362560,0.7429286305225790,0.628751628162062,0.6661822170425720,46.07247802634680
Combined,504,KRR_KDP,0.5,1,0.289401162931219,0.3531629883753980,0.0197970671708492,0.1269856732318120,0.381350883419549,0.3997793448950990,0.8235319153281500,0.6597557512070430,0.6449122723973620,214.4682970950780
test_seen,359,RIDGE_LatentReg_KDP,0.5,1,0.2938566556732550,0.3196036876390560,0.0188846328008616,0.1346072028127770,0.4159777024428960,0.4225530003483940,0.8458834854752970,0.6592700067007430,0.6342003688177340,203.34845931918300
test_unseen,145,RIDGE_LatentReg_KDP,0.5,1,0.2484324050344340,0.328061251345061,0.0204328179121648,0.1294284746790510,0.3658983674656340,0.4068832117579150,0.8112893994054400,0.647768561047508,0.6410776718996370,63.75990118791730
